G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
57,0.665,0.294,78.9,0,3,1,12,53,2,14,0,27,29,12,25000,8,0.281,161,138,0.21,19,5,1,8
75,0.798,0.347,103.8,0,0,1,21,82,8,10,2,35,55,17,2900,9,0.345,198,181,0.304,28,6,1,4
47,0.701,0.334,92.8,1,1,0,21,44,3,21,1,27,35,20,7500,3,0.368,155,132,0.265,15,2,1,0
117,0.758,0.345,99.5,2,0,0,47,156,9,39,0,50,106,20,50000,17,0.346,420,379,0.28,63,11,1,1
99,0.73,0.319,78.7,0,1,0,22,85,6,12,2,55,57,18,2800,7,0.32,224,207,0.275,29,7,1,2
32,0.752,0.346,115.9,0,1,2,17,51,3,6,3,26,30,12,20000,9,0.312,126,116,0.259,17,4,0,1
32,0.752,0.346,115.9,0,1,2,17,51,3,6,3,26,30,12,8000,9,0.312,126,116,0.259,17,4,0,1
99,0.687,0.299,60.3,0,3,3,37,99,5,14,2,33,74,14,9000,13,0.315,299,266,0.278,32,3,4,13
62,0.762,0.354,100.5,0,5,3,18,60,3,21,10,36,44,14,2400,12,0.385,197,159,0.277,15,1,5,2
116,0.608,0.284,61.2,0,0,2,29,73,7,29,14,86,56,13,5700,13,0.327,323,260,0.215,19,1,0,20
120,0.716,0.318,80.7,2,7,5,37,112,9,27,4,61,68,20,35000,11,0.316,318,280,0.243,41,11,2,5
118,0.735,0.335,91.4,0,4,4,42,133,8,38,12,51,99,17,8000,27,0.363,417,358,0.277,40,2,2,7
108,0.735,0.329,89.2,0,4,5,34,99,4,32,3,53,62,15,20000,14,0.339,292,250,0.248,37,7,1,6
43,0.777,0.356,100.7,1,0,0,20,45,3,13,2,24,36,15,9500,6,0.389,133,116,0.31,12,1,0,2
88,0.644,0.294,67.3,0,2,1,14,59,2,15,2,43,44,13,4100,12,0.313,205,178,0.247,17,1,0,9
21,0.798,0.369,118.5,0,2,0,12,31,1,4,1,14,20,13,38000,5,0.343,73,68,0.294,8,2,0,0
21,0.798,0.369,118.5,0,2,0,12,31,1,4,1,14,20,13,7700,5,0.343,73,68,0.294,8,2,0,0
114,0.781,0.342,95.6,2,5,3,47,143,9,43,0,91,97,18,25000,16,0.363,392,342,0.284,43,10,1,6
46,0.88,0.388,128.4,0,0,0,14,45,2,9,1,24,28,17,5000,5,0.38,100,90,0.311,7,4,0,0
118,0.793,0.344,96.3,0,1,1,37,142,4,30,5,78,78,17,40000,15,0.328,345,305,0.256,51,16,5,0
104,0.732,0.325,75.5,0,17,6,43,95,2,25,1,82,58,16,4000,12,0.324,265,233,0.249,24,8,0,6
116,0.753,0.351,99.2,3,3,1,34,114,10,46,16,79,77,15,20000,16,0.378,368,304,0.253,31,7,2,0
85,0.664,0.314,83.7,0,0,0,18,57,2,19,8,47,41,21,3500,10,0.337,208,174,0.236,27,2,1,6
125,0.772,0.339,93.9,0,1,1,49,134,5,33,3,86,90,17,15000,22,0.352,366,319,0.282,48,7,3,8
135,0.757,0.326,82.9,0,15,9,53,164,7,16,6,93,106,17,6000,30,0.318,410,374,0.283,42,9,6,8
124,0.705,0.313,79.0,1,10,4,60,120,4,24,9,59,76,17,10000,22,0.315,347,308,0.247,31,6,5,1
52,0.697,0.331,97.2,0,3,1,14,51,3,17,2,24,39,11,11000,8,0.347,168,146,0.267,18,1,2,0
101,0.758,0.332,84.2,1,1,1,35,99,5,20,9,87,58,15,25000,12,0.331,268,232,0.25,36,9,2,5
24,1.12,0.462,164.4,0,0,4,13,39,4,2,3,6,22,16,20000,2,0.436,65,57,0.386,12,5,0,3
122,0.639,0.318,81.8,0,11,8,64,109,8,71,2,77,93,21,7000,15,0.357,468,387,0.24,46,0,5,3
46,1.192,0.512,208.2,0,4,0,19,22,0,7,0,10,14,18,6500,4,0.525,40,33,0.424,8,1,0,0
114,0.76,0.347,92.6,2,3,1,39,147,10,38,4,84,106,16,2800,20,0.358,415,366,0.29,56,7,5,2
65,0.701,0.342,100.3,0,0,0,7,28,0,9,2,14,25,21,2800,3,0.371,97,85,0.294,12,0,1,0
68,0.72,0.322,85.9,0,1,0,19,42,1,12,1,29,24,13,5500,6,0.316,122,104,0.231,13,4,0,5
53,0.691,0.331,96.7,0,1,0,25,64,1,33,1,59,40,11,13000,8,0.339,218,182,0.22,28,5,2,0
76,0.782,0.354,96.7,0,2,2,17,52,1,13,6,20,32,14,2500,8,0.359,143,123,0.26,20,3,0,1
68,0.761,0.344,96.8,0,3,1,16,42,4,18,5,28,27,17,15000,10,0.376,136,109,0.248,6,1,1,3
53,0.75,0.345,106.9,0,2,1,18,40,1,9,0,32,26,21,3000,8,0.333,106,96,0.271,13,2,0,1
57,0.878,0.388,118.6,0,2,1,19,74,3,5,1,41,48,16,2700,8,0.36,150,143,0.336,23,6,1,0
124,0.623,0.283,64.0,0,12,3,37,98,4,26,9,51,74,11,5500,11,0.311,373,314,0.236,23,4,2,22
72,0.812,0.352,102.8,0,3,2,27,72,2,10,2,20,48,17,3100,15,0.351,174,156,0.308,27,3,3,3
85,0.592,0.279,61.8,0,18,1,27,64,4,19,2,47,45,11,13500,7,0.285,235,208,0.216,25,4,3,3
85,0.672,0.309,82.2,0,4,2,23,52,7,20,4,31,34,11,6500,9,0.33,184,152,0.224,16,3,0,8
58,0.798,0.365,107.0,0,1,1,28,65,1,21,1,36,42,16,3000,11,0.368,174,151,0.278,24,4,1,0
51,0.739,0.341,105.8,0,0,0,14,78,2,18,2,43,45,21,30000,8,0.317,205,185,0.243,25,8,0,0
95,0.778,0.357,97.6,0,1,1,30,86,8,25,9,39,60,16,3200,13,0.375,254,213,0.282,37,4,4,3
87,0.664,0.304,72.8,0,0,1,23,73,4,18,8,25,45,21,20000,7,0.306,239,204,0.221,22,7,2,7
110,0.646,0.293,70.8,0,1,0,36,92,7,29,3,58,57,11,9400,11,0.298,311,264,0.216,35,8,3,12
85,0.717,0.314,66.9,0,1,0,18,75,8,17,1,39,47,14,5300,10,0.314,212,186,0.253,23,6,3,5
123,0.718,0.318,80.4,0,11,2,51,138,11,29,8,45,94,17,5000,15,0.331,404,356,0.264,47,9,3,8
85,0.769,0.322,75.0,0,0,0,20,68,4,8,5,41,39,16,7500,11,0.315,174,150,0.26,25,6,2,9
80,0.715,0.333,90.9,0,2,3,32,87,3,21,5,50,61,21,2700,14,0.339,262,231,0.264,23,4,0,5
51,0.769,0.356,105.0,0,4,1,11,23,1,10,2,16,20,18,4500,3,0.416,79,65,0.308,9,0,0,2
83,0.734,0.331,89.8,1,1,2,35,90,2,24,12,73,54,17,3300,9,0.34,266,228,0.237,39,9,1,1
105,0.632,0.296,68.6,0,2,1,25,102,7,31,7,82,68,13,3400,23,0.302,357,309,0.22,35,3,4,6
127,0.685,0.311,79.1,1,7,7,43,118,5,47,2,85,79,17,55000,17,0.332,390,334,0.237,40,7,3,4
65,0.757,0.356,106.6,0,4,3,20,53,3,20,1,22,44,21,9000,7,0.392,171,145,0.303,11,0,0,5
6,0.25,0.185,-3.2,0,0,0,0,0,0,2,0,2,0,21,9000,0,0.25,8,6,0.0,0,0,0,0
43,0.804,0.37,115.1,0,0,0,12,30,1,10,0,21,20,20,5000,1,0.375,80,70,0.286,11,3,0,0
42,0.73,0.346,102.9,0,1,0,6,47,1,12,0,30,35,13,3000,9,0.348,135,123,0.285,12,1,0,0
43,0.721,0.339,88.3,0,0,0,10,30,1,12,1,19,23,14,5500,4,0.364,99,84,0.274,9,1,2,0
81,0.641,0.308,81.7,0,5,5,22,52,3,25,1,39,42,11,3500,4,0.34,204,173,0.243,15,2,1,4
79,0.719,0.318,81.5,0,0,0,16,42,3,6,4,14,33,20,20000,6,0.347,131,113,0.292,18,1,1,7
89,0.665,0.316,94.6,0,1,0,15,85,9,25,2,47,62,12,17000,4,0.323,278,248,0.25,30,6,1,2
51,0.752,0.336,93.2,0,0,0,12,39,2,14,0,29,20,20,4000,4,0.324,106,91,0.22,10,5,0,1
101,0.654,0.309,76.4,0,4,3,35,86,9,26,9,87,54,21,2700,9,0.31,289,250,0.216,29,7,2,2
60,0.744,0.346,100.4,0,1,0,18,91,9,22,1,49,61,21,52000,9,0.337,249,224,0.272,36,7,2,0
73,0.618,0.299,69.8,0,0,0,15,51,3,25,3,56,39,21,8000,6,0.328,209,176,0.222,14,2,0,5
90,0.762,0.345,92.0,0,2,5,21,67,5,22,2,25,49,14,9000,9,0.371,202,171,0.287,21,3,2,5
26,1.109,0.488,200.5,0,5,0,9,14,0,2,0,2,7,13,2500,3,0.409,22,20,0.35,4,1,0,0
64,0.713,0.32,82.7,0,0,0,21,80,6,12,1,44,57,20,12000,5,0.321,222,204,0.279,26,6,1,4
83,0.68,0.303,71.4,0,0,0,22,84,7,21,6,58,51,20,8000,6,0.308,262,226,0.226,29,9,0,9
50,0.746,0.35,106.6,0,1,2,12,57,4,18,1,46,40,21,3500,12,0.355,167,146,0.274,20,1,1,1
15,1.078,0.476,192.1,0,0,0,7,17,1,3,3,6,10,13,3000,1,0.471,35,28,0.357,2,2,0,1
94,0.794,0.357,98.9,0,3,6,37,110,9,27,0,37,76,16,20000,15,0.363,288,255,0.298,35,6,2,4
60,0.71,0.302,68.4,0,0,0,19,61,4,12,3,56,38,18,2800,11,0.314,176,154,0.247,18,4,0,7
40,0.708,0.337,96.3,0,8,5,19,46,1,21,3,31,36,13,3500,10,0.373,166,137,0.263,10,0,0,5
66,0.732,0.337,90.4,0,3,3,34,90,3,33,3,26,62,15,8000,12,0.355,278,239,0.259,29,5,1,2
82,0.692,0.328,94.9,1,3,3,23,85,7,32,6,58,62,11,7000,11,0.35,291,248,0.25,26,4,0,5
103,0.583,0.278,67.4,1,3,2,32,74,7,32,7,78,59,12,8500,12,0.312,324,273,0.216,17,0,2,10
77,0.822,0.392,129.3,0,3,3,21,25,0,17,0,28,17,21,3000,5,0.425,81,63,0.27,6,1,0,1
116,0.623,0.297,74.0,0,23,6,40,91,5,27,5,59,62,11,4000,13,0.299,315,281,0.221,35,5,1,1
24,0.747,0.361,125.3,0,0,0,3,17,2,5,2,11,13,12,5300,1,0.377,53,46,0.283,6,1,0,0
122,0.708,0.302,68.4,0,3,1,42,126,9,18,0,45,87,18,18000,20,0.309,349,316,0.275,41,6,6,9
48,0.76,0.336,100.9,1,4,1,24,65,6,22,2,39,36,15,5000,8,0.335,180,153,0.235,22,7,2,1
92,0.616,0.296,68.8,0,5,2,31,77,12,23,10,49,59,13,8800,10,0.315,296,256,0.23,26,2,3,4
126,0.709,0.329,89.0,1,0,0,38,143,13,53,6,80,96,20,6000,23,0.342,455,390,0.246,65,8,4,2
130,0.674,0.306,72.6,1,2,1,45,129,8,34,4,28,103,17,28000,14,0.335,429,380,0.271,29,4,3,7
130,0.674,0.306,72.6,1,2,1,45,129,8,34,4,28,103,17,2700,14,0.335,429,380,0.271,29,4,3,7
111,0.724,0.319,81.3,0,8,1,53,101,8,19,1,44,81,18,8500,13,0.348,299,269,0.301,37,2,1,9
56,0.8,0.372,112.9,1,1,0,18,45,1,25,1,37,28,16,6000,5,0.394,137,111,0.252,12,4,0,0
86,0.626,0.283,72.0,0,7,2,18,59,5,15,2,40,43,12,5000,7,0.302,211,182,0.236,19,3,0,12
96,0.802,0.353,93.0,1,2,3,46,118,0,24,9,80,66,14,11000,10,0.341,291,256,0.258,39,14,1,1
77,0.832,0.359,107.4,0,0,2,12,67,3,10,0,33,42,18,2700,10,0.347,150,138,0.304,19,5,2,0
63,0.798,0.37,115.2,0,0,0,14,48,5,21,0,29,32,20,3000,4,0.384,138,116,0.276,16,4,1,0
37,0.692,0.318,88.0,0,1,0,10,27,1,6,1,16,18,11,3100,3,0.317,81,72,0.25,11,2,0,2
49,0.657,0.31,76.3,0,0,0,17,40,2,17,1,35,23,21,3800,5,0.306,134,114,0.202,15,4,2,0
70,0.722,0.33,92.8,0,0,2,11,46,6,9,4,23,32,20,5500,5,0.336,135,119,0.269,17,3,2,1
78,0.692,0.326,89.1,0,5,2,24,59,3,23,1,44,41,13,4000,6,0.337,195,166,0.247,21,4,3,1
66,0.784,0.355,96.0,1,1,1,14,54,7,20,3,24,30,16,6500,6,0.356,149,126,0.238,16,6,0,0
46,0.863,0.385,115.4,0,6,1,20,31,2,5,7,15,20,16,2900,5,0.4,82,67,0.299,13,2,1,2
94,0.668,0.317,95.0,3,0,1,20,81,6,26,3,29,70,12,15000,8,0.346,287,252,0.278,37,1,5,1
49,0.728,0.341,103.8,0,1,0,11,20,1,10,1,9,15,11,2400,4,0.377,71,57,0.263,12,0,1,2
99,0.664,0.319,84.6,0,13,4,30,26,2,14,2,25,22,20,3200,3,0.365,106,87,0.253,6,0,1,2
23,0.933,0.425,147.3,0,1,0,2,17,0,2,0,6,15,15,3200,2,0.447,38,35,0.429,3,0,1,0
65,0.653,0.304,75.7,1,2,0,22,82,6,22,2,37,62,20,54000,14,0.317,271,244,0.254,31,2,3,0
93,0.677,0.326,88.8,0,4,8,31,102,11,34,6,54,85,13,8000,14,0.35,360,312,0.272,31,1,5,3
41,0.838,0.397,124.3,0,1,0,12,26,3,7,10,21,17,14,3000,6,0.425,80,63,0.27,9,1,0,0
93,0.692,0.323,87.8,0,1,2,25,65,2,35,3,64,44,20,7800,8,0.353,237,192,0.229,19,4,2,5
122,0.676,0.299,67.1,0,12,9,63,164,11,27,8,91,119,18,24000,14,0.314,499,453,0.263,50,10,3,8
122,0.676,0.299,67.1,0,12,9,63,164,11,27,8,91,119,18,16500,14,0.314,499,453,0.263,50,10,3,8
103,0.641,0.307,79.1,0,3,1,33,63,0,28,9,79,37,21,2900,8,0.318,236,195,0.19,31,6,1,3
114,0.778,0.355,104.1,0,14,5,31,35,1,10,6,29,21,15,2700,8,0.366,102,85,0.247,13,2,0,1
100,0.643,0.296,74.0,1,2,2,27,101,6,36,5,61,64,21,40000,19,0.305,353,299,0.214,29,6,4,9
88,0.748,0.349,105.1,8,0,0,46,121,8,61,4,57,76,21,150000,11,0.367,384,318,0.239,49,11,1,0
63,0.663,0.301,70.3,1,6,2,30,70,3,26,2,58,47,20,9000,11,0.318,240,203,0.232,28,4,5,4
76,0.694,0.313,79.3,0,0,0,17,38,1,14,3,26,25,21,5800,7,0.339,132,107,0.234,6,2,0,8
111,0.607,0.29,64.5,0,7,4,46,107,10,43,0,64,84,21,10500,17,0.311,415,362,0.232,50,1,3,7
100,0.733,0.332,87.7,1,0,0,27,93,9,25,1,58,67,17,50000,16,0.347,269,241,0.278,29,3,1,1
104,0.643,0.306,87.2,0,5,6,24,91,6,25,6,85,58,12,7200,12,0.3,298,265,0.219,35,7,1,1
86,0.757,0.335,84.7,0,2,2,21,81,3,12,5,53,51,14,2800,14,0.329,210,189,0.27,17,5,1,3
79,0.676,0.306,70.6,0,0,0,29,85,2,19,1,53,58,14,15000,10,0.308,255,231,0.251,25,5,2,2
125,0.677,0.301,70.7,0,7,5,60,107,2,21,4,55,77,17,5700,17,0.317,330,297,0.259,26,3,0,8
87,0.658,0.307,70.0,0,7,1,33,51,6,25,5,33,37,14,9000,7,0.344,201,162,0.228,19,2,3,6
110,0.636,0.313,78.0,0,12,1,38,11,0,12,0,21,11,21,4700,0,0.397,62,46,0.239,7,0,0,4
57,0.725,0.342,98.2,0,2,3,14,35,3,11,2,15,29,20,8000,3,0.372,114,99,0.293,11,1,1,1
105,0.658,0.304,64.5,0,6,4,56,119,9,23,8,39,97,16,31000,13,0.326,401,358,0.271,38,3,4,8
105,0.658,0.304,64.5,0,6,4,56,119,9,23,8,39,97,16,6000,13,0.326,401,358,0.271,38,3,4,8
68,0.685,0.318,81.7,0,11,2,34,61,4,25,3,39,52,17,3100,8,0.365,225,191,0.272,10,0,0,6
26,0.96,0.407,147.9,0,0,1,6,19,1,3,2,9,10,11,2600,0,0.385,41,33,0.303,8,3,1,2
100,0.683,0.315,80.1,2,0,1,23,76,6,28,3,63,42,21,40000,10,0.311,237,204,0.206,30,8,0,2
45,0.765,0.338,94.8,0,0,0,9,34,2,6,1,13,20,21,4300,5,0.318,87,76,0.263,13,3,2,2
45,0.765,0.338,94.8,0,0,0,9,34,2,6,1,13,20,21,3000,5,0.318,87,76,0.263,13,3,2,2
45,0.765,0.338,94.8,0,0,0,9,34,2,6,1,13,20,21,6500,5,0.318,87,76,0.263,13,3,2,2
72,0.656,0.306,73.8,0,0,0,19,60,4,17,3,55,40,21,4300,10,0.309,197,173,0.231,22,3,1,3
72,0.656,0.306,73.8,0,0,0,19,60,4,17,3,55,40,21,3000,10,0.309,197,173,0.231,22,3,1,3
72,0.656,0.306,73.8,0,0,0,19,60,4,17,3,55,40,21,6500,10,0.309,197,173,0.231,22,3,1,3
6,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,2,0,21,4300,0,0.0,7,7,0.0,0,0,0,0
6,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,2,0,21,3000,0,0.0,7,7,0.0,0,0,0,0
6,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,2,0,21,6500,0,0.0,7,7,0.0,0,0,0,0
97,0.726,0.325,85.6,1,5,4,29,104,9,21,5,40,69,14,12000,14,0.328,292,261,0.264,38,7,3,2
57,0.695,0.326,93.9,0,1,1,12,47,5,15,2,34,32,11,2900,8,0.333,149,130,0.246,18,2,0,2
68,0.751,0.352,97.4,1,0,0,12,44,0,22,0,42,33,16,3000,4,0.385,144,120,0.275,16,2,1,1
39,0.729,0.308,75.6,1,0,0,19,50,3,9,0,25,29,18,18000,3,0.302,128,117,0.248,17,6,0,2
97,0.735,0.335,97.0,1,2,0,22,86,7,15,0,34,65,20,80000,15,0.339,236,217,0.3,35,2,4,0
112,0.71,0.303,67.0,1,1,0,25,96,3,12,7,64,48,15,7000,11,0.278,246,222,0.216,39,12,0,5
98,0.732,0.323,83.2,0,3,2,31,35,0,9,2,23,24,17,9500,7,0.343,105,90,0.267,11,1,1,3
56,0.752,0.343,95.3,0,0,0,19,45,3,14,3,27,29,17,5600,4,0.354,130,113,0.257,13,4,0,0
112,0.708,0.322,87.3,1,9,7,30,99,5,29,3,49,77,20,11300,15,0.351,321,277,0.278,18,2,2,10
130,0.674,0.302,71.8,0,8,4,50,128,15,29,10,48,95,17,30000,23,0.327,422,369,0.257,40,3,2,12
85,0.693,0.328,91.3,2,1,0,21,74,2,29,8,65,50,21,3700,12,0.345,254,213,0.235,27,4,2,2
90,0.723,0.317,83.5,1,3,3,25,70,4,14,5,39,43,15,5500,13,0.318,198,173,0.249,20,4,3,3
113,0.658,0.308,76.7,1,8,1,39,114,17,29,4,84,76,13,16000,17,0.304,360,322,0.236,37,7,4,1
113,0.658,0.308,76.7,1,8,1,39,114,17,29,4,84,76,13,6800,17,0.304,360,322,0.236,37,7,4,1
104,0.645,0.302,69.2,0,0,2,22,82,10,26,8,36,69,17,5800,10,0.34,309,269,0.257,16,1,0,6
89,0.841,0.363,100.6,0,0,4,30,76,3,15,5,54,44,16,3700,8,0.36,184,158,0.278,24,8,0,6
92,0.636,0.295,79.9,0,9,8,28,49,7,7,5,17,41,12,2500,8,0.317,173,154,0.266,14,0,1,6
88,0.619,0.301,72.0,1,0,0,24,63,2,37,4,44,46,21,8800,8,0.331,266,219,0.21,23,3,3,3
111,0.693,0.317,83.1,2,3,1,62,175,8,30,2,94,112,13,80000,24,0.298,483,443,0.253,69,13,8,0
50,0.826,0.372,114.7,0,1,1,9,25,1,9,0,10,21,15,4100,3,0.423,74,62,0.339,3,0,0,3
121,0.684,0.309,74.8,0,1,0,29,98,8,22,10,67,64,17,14900,16,0.318,304,268,0.239,24,6,2,2
35,0.785,0.36,112.4,0,0,0,10,30,2,8,2,16,21,20,4500,6,0.374,84,73,0.288,11,1,0,1
72,0.78,0.338,95.8,0,0,1,23,71,4,10,2,41,40,20,4000,5,0.313,169,152,0.263,25,8,2,3
37,0.871,0.39,118.6,0,1,0,9,34,1,10,3,25,18,16,8000,7,0.378,82,69,0.261,11,3,0,0
59,0.757,0.329,76.8,0,0,0,21,61,4,14,4,45,33,14,3400,9,0.321,162,140,0.236,18,6,1,3
80,0.703,0.321,79.3,1,10,3,33,92,2,21,7,73,64,15,6000,10,0.332,279,248,0.258,26,6,1,2
63,0.594,0.283,64.4,0,5,2,17,46,2,19,1,57,33,11,10200,7,0.299,180,156,0.212,15,2,1,3
7,1.153,0.457,179.3,0,0,0,3,15,1,2,0,2,6,16,15000,3,0.364,22,19,0.316,7,2,1,0
62,0.667,0.294,62.9,0,10,1,21,9,2,3,0,10,7,15,6000,2,0.333,32,27,0.259,3,0,0,2
96,0.697,0.3,70.7,0,3,5,31,96,9,12,2,47,66,15,20000,15,0.307,273,246,0.268,22,5,1,12
92,0.763,0.344,91.0,0,0,2,14,50,1,11,2,33,35,14,3600,9,0.353,138,122,0.287,23,2,1,2
14,1.083,0.467,168.8,0,1,1,5,15,0,0,0,3,11,16,2700,1,0.458,25,24,0.458,4,1,0,1
35,0.782,0.347,99.6,0,0,0,9,31,2,7,1,12,23,18,2900,4,0.369,85,75,0.307,13,1,1,1
61,0.653,0.306,75.3,0,10,4,21,26,1,16,0,19,18,13,3200,6,0.34,104,83,0.217,15,0,1,4
58,0.823,0.351,98.8,0,1,0,15,39,3,11,3,26,22,18,5800,5,0.364,102,85,0.259,17,4,0,3
97,0.704,0.327,86.9,0,5,1,23,39,1,11,4,37,29,20,8000,5,0.349,128,110,0.264,10,1,1,2
61,0.797,0.35,100.9,1,0,0,10,60,5,8,1,22,40,20,30000,12,0.343,145,132,0.303,13,2,2,2
118,0.686,0.309,72.5,1,0,4,28,105,13,43,2,59,68,17,5000,12,0.329,348,294,0.231,46,8,5,4
96,0.621,0.286,72.9,0,1,1,11,46,3,10,3,15,36,12,5500,8,0.306,167,146,0.247,17,0,1,7
30,0.66,0.339,94.7,0,1,0,4,11,0,4,13,14,8,21,2700,3,0.41,64,44,0.182,3,0,0,3
99,0.6,0.28,58.7,1,6,3,27,69,2,24,5,55,55,13,3000,11,0.312,281,240,0.229,25,1,0,12
62,0.638,0.307,76.3,0,4,1,16,41,2,16,6,44,27,21,8500,2,0.322,154,130,0.208,15,4,0,2
64,0.614,0.309,82.4,0,0,0,6,16,1,10,0,17,16,11,4300,0,0.356,73,62,0.258,6,0,1,0
61,0.732,0.313,77.5,0,0,0,10,37,4,7,2,24,22,18,7500,6,0.316,101,89,0.247,15,3,0,3
12,0.905,0.422,153.7,0,0,0,3,17,0,1,2,14,12,13,2400,2,0.405,37,34,0.353,3,1,0,0
37,0.812,0.393,135.1,0,2,0,10,6,0,5,0,7,6,21,2800,0,0.478,24,18,0.333,1,0,0,1
53,0.759,0.353,102.6,0,7,1,19,24,0,9,3,17,18,18,5100,2,0.39,77,65,0.277,5,1,0,0
116,0.6,0.265,45.5,0,0,0,22,62,2,12,8,58,46,18,5100,7,0.293,234,202,0.228,18,3,3,9
80,0.726,0.338,102.1,0,0,1,16,69,6,11,2,21,55,11,15000,8,0.345,199,181,0.304,30,2,3,2
81,0.793,0.345,88.8,0,2,2,16,40,3,10,0,16,26,16,5500,5,0.353,106,91,0.286,9,3,1,4
6,0.0,0.0,-133.8,0,0,0,1,0,1,0,0,4,0,16,5500,0,0.0,7,7,0.0,0,0,0,0
54,0.64,0.306,75.3,0,10,6,28,50,0,16,1,27,43,21,2700,5,0.333,184,163,0.264,7,0,0,4
51,0.77,0.354,106.5,0,0,1,10,26,1,12,1,18,20,18,3500,0,0.393,84,69,0.29,14,2,2,0
57,0.65,0.304,70.8,0,10,3,31,57,4,17,2,20,47,17,90000,9,0.332,200,179,0.263,12,0,1,1
53,0.685,0.297,69.2,0,1,2,10,34,3,10,3,14,26,13,7800,5,0.345,126,100,0.26,8,1,0,13
98,0.688,0.308,71.5,0,5,1,33,73,0,22,1,50,50,18,2700,8,0.324,227,201,0.249,20,4,1,2
28,0.834,0.389,118.2,0,0,0,4,28,1,11,2,16,23,16,18500,2,0.434,85,70,0.329,9,1,0,2
144,0.661,0.295,64.8,0,1,1,45,149,12,25,10,77,107,15,21000,24,0.307,474,421,0.254,52,6,7,11
79,0.57,0.278,58.2,0,4,1,20,50,4,20,5,35,40,21,23200,10,0.302,218,187,0.214,23,0,3,3
37,0.775,0.341,97.5,0,0,1,14,45,1,3,3,29,34,17,0,8,0.351,116,106,0.321,16,1,2,2
87,0.698,0.337,92.2,0,12,4,23,17,0,10,3,21,15,18,5800,2,0.4,71,57,0.263,1,0,0,1
88,0.62,0.292,56.0,0,1,0,21,39,0,14,5,24,30,14,2500,5,0.325,155,132,0.227,17,1,0,4
44,0.77,0.359,111.7,0,1,0,9,24,1,5,1,12,16,21,8000,3,0.349,63,57,0.281,6,1,0,0
114,0.668,0.291,61.9,0,0,1,32,118,9,16,8,55,76,17,35000,15,0.292,350,314,0.242,42,9,4,8
70,0.648,0.301,75.6,0,3,3,25,58,4,23,0,32,41,21,12500,7,0.32,207,177,0.232,10,3,0,7
49,0.783,0.358,106.6,0,4,0,18,16,1,7,0,13,11,20,2700,4,0.383,48,40,0.275,2,0,0,1
22,0.82,0.38,125.1,0,5,0,9,13,2,1,0,6,11,20,2700,2,0.387,31,30,0.367,3,0,0,0
67,0.7,0.324,89.0,0,2,1,27,98,6,16,2,58,64,21,50000,12,0.306,268,249,0.257,37,7,1,0
33,0.718,0.344,101.2,0,1,1,5,17,1,5,1,8,14,13,8800,2,0.364,55,48,0.292,11,0,1,0
68,0.637,0.306,74.5,0,10,2,20,34,2,12,3,35,30,20,2900,1,0.344,133,116,0.259,9,1,0,2
101,0.688,0.308,73.7,0,10,4,46,110,4,20,4,58,82,18,7500,15,0.324,331,302,0.272,32,4,1,4
33,0.73,0.332,93.3,0,11,2,12,14,1,4,0,8,10,13,3200,3,0.342,42,36,0.278,6,0,1,1
33,0.73,0.332,93.3,0,11,2,12,14,1,4,0,8,10,13,2400,3,0.342,42,36,0.278,6,0,1,1
75,0.686,0.3,59.6,0,0,0,16,65,5,14,2,40,37,14,40000,7,0.29,185,164,0.226,34,7,3,2
52,0.696,0.325,81.7,0,1,1,18,32,3,11,0,18,27,14,7500,2,0.355,108,94,0.287,7,1,2,1
88,0.698,0.313,77.5,0,3,3,36,53,2,14,3,55,32,20,8500,7,0.314,159,138,0.232,16,4,1,3
59,0.728,0.316,73.4,0,0,1,13,33,4,3,1,22,25,14,6500,5,0.326,92,82,0.305,11,1,3,3
36,0.802,0.347,92.5,0,2,1,19,39,0,9,2,28,24,16,2700,5,0.354,103,87,0.276,13,3,1,4
17,0.778,0.379,123.2,0,0,0,6,17,1,5,5,11,12,21,6000,2,0.4,55,45,0.267,6,1,0,0
91,0.685,0.329,91.2,0,2,0,10,45,4,16,3,14,38,13,15000,7,0.361,161,139,0.273,9,0,0,3
31,0.99,0.473,169.9,0,0,2,9,11,0,6,2,1,9,16,5200,1,0.531,32,24,0.375,3,0,0,0
32,0.698,0.366,102.6,0,2,0,6,11,1,8,5,18,11,14,2400,0,0.436,55,42,0.262,2,0,0,0
21,0.759,0.373,121.2,0,0,0,8,16,2,10,2,13,11,13,2800,2,0.404,57,45,0.244,8,1,0,0
117,0.603,0.28,57.6,1,1,3,32,105,5,26,1,83,73,13,2400,21,0.282,361,327,0.223,27,3,1,5
120,0.675,0.301,62.9,0,2,3,38,108,10,29,1,39,86,16,3000,10,0.333,368,316,0.272,40,4,2,19
99,0.752,0.333,79.3,0,1,2,32,130,8,23,3,79,78,14,17000,16,0.317,328,299,0.261,45,12,3,0
42,0.823,0.351,96.5,0,1,1,8,41,2,5,1,22,21,14,16000,4,0.31,87,80,0.263,20,5,1,0
55,0.577,0.269,61.0,0,3,0,9,21,0,4,1,10,17,12,4500,1,0.286,80,72,0.236,6,1,0,3
